<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.RTS,15,20130620,113000,123630.0000000,123690.0000000,123370.0000000,123610.0000000,27092
SPFB.RTS,15,20130620,114500,123630.0000000,123830.0000000,123460.0000000,123660.0000000,38274
SPFB.RTS,15,20130620,120000,123670.0000000,123780.0000000,123390.0000000,123510.0000000,27475
SPFB.RTS,15,20130620,121500,123520.0000000,123880.0000000,123260.0000000,123460.0000000,51376
SPFB.RTS,15,20130620,123000,123460.0000000,124170.0000000,123440.0000000,124060.0000000,38001
SPFB.RTS,15,20130620,124500,124060.0000000,124410.0000000,123730.0000000,123910.0000000,30790
SPFB.RTS,15,20130620,130000,123920.0000000,124280.0000000,123780.0000000,124050.0000000,22760
SPFB.RTS,15,20130620,131500,124040.0000000,124570.0000000,123860.0000000,124550.0000000,31965
SPFB.RTS,15,20130620,133000,124540.0000000,124710.0000000,124320.0000000,124510.0000000,29278
SPFB.RTS,15,20130620,134500,124520.0000000,124540.0000000,123830.0000000,123950.0000000,31618
SPFB.RTS,15,20130620,140000,123940.0000000,124000.0000000,123340.0000000,123520.0000000,40994
SPFB.RTS,15,20130620,141500,123550.0000000,123670.0000000,123140.0000000,123590.0000000,26577
SPFB.RTS,15,20130620,143000,123590.0000000,124090.0000000,123480.0000000,123900.0000000,25431
SPFB.RTS,15,20130620,144500,123910.0000000,124080.0000000,123630.0000000,123730.0000000,25140
SPFB.RTS,15,20130620,150000,123730.0000000,124430.0000000,123650.0000000,124400.0000000,31659
SPFB.RTS,15,20130620,151500,124410.0000000,124660.0000000,124280.0000000,124280.0000000,33759
SPFB.RTS,15,20130620,153000,124300.0000000,124800.0000000,124290.0000000,124310.0000000,28693
SPFB.RTS,15,20130620,154500,124300.0000000,124590.0000000,124060.0000000,124300.0000000,28224
SPFB.RTS,15,20130620,160000,124320.0000000,124650.0000000,124230.0000000,124440.0000000,21030
SPFB.RTS,15,20130620,161500,124430.0000000,124890.0000000,124410.0000000,124650.0000000,35642
SPFB.RTS,15,20130620,163000,124630.0000000,125240.0000000,124600.0000000,125150.0000000,37366
SPFB.RTS,15,20130620,164500,125170.0000000,125180.0000000,124720.0000000,124720.0000000,29187
SPFB.RTS,15,20130620,170000,124740.0000000,124910.0000000,124660.0000000,124680.0000000,13410
SPFB.RTS,15,20130620,171500,124680.0000000,124790.0000000,124420.0000000,124530.0000000,21789
SPFB.RTS,15,20130620,173000,124520.0000000,125000.0000000,124250.0000000,124310.0000000,31801
SPFB.RTS,15,20130620,174500,124330.0000000,124600.0000000,123930.0000000,124440.0000000,59617
